Carpeta,Tabla,Espectro,Pigmento,Aglutinante,Base de preparación
Tablas1,Y5,b200006.asd,Malaquita africana,aceite de nueces,Sulfato de calcio
Tablas1,Y5,b300000.asd,Malaquita africana,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,b300001.asd,Malaquita africana,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,b300002.asd,Malaquita africana,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,b300003.asd,Malaquita africana,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,b300004.asd,Malaquita africana,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,b300005.asd,Malaquita africana,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,b300006.asd,Malaquita africana,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,b400000.asd,Malaquita africana,cola de conejo,Sulfato de calcio
Tablas1,Y5,b400001.asd,Malaquita africana,cola de conejo,Sulfato de calcio
Tablas1,Y5,b400002.asd,Malaquita africana,cola de conejo,Sulfato de calcio
Tablas1,Y5,b400003.asd,Malaquita africana,cola de conejo,Sulfato de calcio
Tablas1,Y5,b400004.asd,Malaquita africana,cola de conejo,Sulfato de calcio
Tablas1,Y5,b400005.asd,Malaquita africana,cola de conejo,Sulfato de calcio
Tablas1,Y5,b400006.asd,Malaquita africana,cola de conejo,Sulfato de calcio
Tablas1,Y5,b500000.asd,Malaquita africana,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,b500001.asd,Malaquita africana,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,b500002.asd,Malaquita africana,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,b500003.asd,Malaquita africana,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,b500004.asd,Malaquita africana,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,b500005.asd,Malaquita africana,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,b500006.asd,Malaquita africana,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,c100000.asd,Tierra verde de Verona,aceite de linaza,Sulfato de calcio
Tablas1,Y5,c100001.asd,Tierra verde de Verona,aceite de linaza,Sulfato de calcio
Tablas1,Y5,c100002.asd,Tierra verde de Verona,aceite de linaza,Sulfato de calcio
Tablas1,Y5,c100003.asd,Tierra verde de Verona,aceite de linaza,Sulfato de calcio
Tablas1,Y5,c100004.asd,Tierra verde de Verona,aceite de linaza,Sulfato de calcio
Tablas1,Y5,c100005.asd,Tierra verde de Verona,aceite de linaza,Sulfato de calcio
Tablas1,Y5,c200000.asd,Tierra verde de Verona,aceite de nueces,Sulfato de calcio
Tablas1,Y5,c200001.asd,Tierra verde de Verona,aceite de nueces,Sulfato de calcio
Tablas1,Y5,c200002.asd,Tierra verde de Verona,aceite de nueces,Sulfato de calcio
Tablas1,Y5,c200003.asd,Tierra verde de Verona,aceite de nueces,Sulfato de calcio
Tablas1,Y5,c200004.asd,Tierra verde de Verona,aceite de nueces,Sulfato de calcio
Tablas1,Y5,c200005.asd,Tierra verde de Verona,aceite de nueces,Sulfato de calcio
Tablas1,Y5,c300000.asd,Tierra verde de Verona,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,c300001.asd,Tierra verde de Verona,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,c300002.asd,Tierra verde de Verona,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,c300003.asd,Tierra verde de Verona,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,c300004.asd,Tierra verde de Verona,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,c300005.asd,Tierra verde de Verona,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,c300006.asd,Tierra verde de Verona,yema de huevo y aceite de linaza,Sulfato de calcio
Tablas1,Y5,c400000.asd,Tierra verde de Verona,cola de conejo,Sulfato de calcio
Tablas1,Y5,c400001.asd,Tierra verde de Verona,cola de conejo,Sulfato de calcio
Tablas1,Y5,c400002.asd,Tierra verde de Verona,cola de conejo,Sulfato de calcio
Tablas1,Y5,c400003.asd,Tierra verde de Verona,cola de conejo,Sulfato de calcio
Tablas1,Y5,c400004.asd,Tierra verde de Verona,cola de conejo,Sulfato de calcio
Tablas1,Y5,c400005.asd,Tierra verde de Verona,cola de conejo,Sulfato de calcio
Tablas1,Y5,c400006.asd,Tierra verde de Verona,cola de conejo,Sulfato de calcio
Tablas1,Y5,c500000.asd,Tierra verde de Verona,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,c500001.asd,Tierra verde de Verona,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,c500002.asd,Tierra verde de Verona,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,c500003.asd,Tierra verde de Verona,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,c500004.asd,Tierra verde de Verona,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,c500005.asd,Tierra verde de Verona,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,Y5,c500006.asd,Tierra verde de Verona,almaciga y aceite de linaza,Sulfato de calcio
Tablas1,,,,,
